"","id","date","price","bedrooms","bathrooms","sqft_living","sqft_lot","floors","waterfront","view","condition","grade","sqft_above","sqft_basement","yr_built","yr_renovated","zipcode","lat","long","sqft_living15","sqft_lot15"
"18553",2568200740,"20140811T000000",720000,5,2.75,2860,5379,2,0,0,3,9,2860,0,2005,0,98052,47.7082,-122.104,2980,6018
"18562",7852150720,"20140922T000000",405000,3,2.5,2070,4697,2,0,0,3,7,2070,0,2002,0,98065,47.5307,-121.875,2230,4437
"18567",7893203770,"20150304T000000",196000,3,1,1220,6719,1,0,0,3,6,1220,0,1953,0,98198,47.4187,-122.329,1580,7200
"18583",1079450410,"20150417T000000",450000,5,2.5,2510,10240,1,0,0,4,8,1410,1100,1984,0,98059,47.4732,-122.141,2170,10500
"18599",726049131,"20150320T000000",325000,3,2,1750,9000,1.5,0,0,4,5,1750,0,1936,0,98133,47.7489,-122.35,1830,8100
"18602",1245001751,"20140709T000000",560000,2,1,1010,9219,1,0,0,4,7,1010,0,1960,0,98033,47.6886,-122.202,1610,9219
"18629",5318100965,"20150217T000000",1600000,4,3.5,3890,3600,2,0,0,3,9,2860,1030,2005,0,98112,47.6342,-122.282,2460,6050
"18634",1549500272,"20140609T000000",6e+05,3,2.5,2630,77972,2,0,0,3,9,2630,0,2004,0,98019,47.745,-121.916,2250,75794
"18651",1493300115,"20140910T000000",415000,4,1,1620,4329,1.5,0,0,3,7,1620,0,1927,0,98116,47.5728,-122.388,1220,5520
"18684",2423020090,"20150424T000000",570000,3,1.75,1210,7350,1,0,0,3,7,1210,0,1977,0,98033,47.7,-122.172,1610,7313
"18705",3558900590,"20150324T000000",692500,6,1.75,2230,10080,1,0,0,3,7,1390,840,1969,0,98034,47.7089,-122.201,2110,8475
"18712",9268700040,"20150226T000000",215000,3,2,1470,2052,1.5,0,0,3,7,1470,0,1986,0,98003,47.3084,-122.331,1390,2052
"18716",4218400395,"20140728T000000",1160000,3,2.75,2380,5572,2,0,4,3,9,1930,450,1939,0,98105,47.6626,-122.271,3370,5500
"18717",669000210,"20140716T000000",1165000,3,2.5,2670,5000,2,0,3,5,9,2000,670,1942,1995,98144,47.5855,-122.292,2320,5000
"18725",1695900025,"20150327T000000",450000,2,1,1010,3627,1,0,2,4,6,1010,0,1924,0,98144,47.5873,-122.294,1630,4040
"18735",5694500386,"20141020T000000",399950,2,2.25,1140,1184,2,0,0,3,8,1010,130,1999,0,98103,47.659,-122.346,1140,1339
"18744",8902000175,"20140620T000000",489000,4,2,2120,11479,1,0,0,4,7,1060,1060,1940,0,98125,47.7084,-122.303,1540,11000
"18755",6819100040,"20140624T000000",631500,2,1,1130,2640,1,0,0,4,8,1130,0,1927,0,98109,47.6438,-122.357,1680,3200
"18757",424069112,"20140616T000000",999000,4,2.75,2800,19168,2,0,0,3,10,2800,0,1992,0,98075,47.5911,-122.037,2010,16020
"18761",1525069021,"20141201T000000",4e+05,3,2.5,2580,214315,1.5,0,0,3,8,2580,0,1946,1986,98053,47.6465,-122.024,2580,70131
"18770",8917100153,"20140910T000000",585000,4,2.5,2370,15200,1,0,0,3,8,1660,710,1975,0,98052,47.6295,-122.089,2360,13879
"18773",425000065,"20141021T000000",180000,2,1,1150,5695,1,0,0,4,6,1150,0,1958,0,98056,47.4989,-122.171,1150,5695
"18778",1062100100,"20140626T000000",424000,4,2,2100,4857,2,0,0,3,8,2100,0,1965,1984,98155,47.7521,-122.279,1450,5965
"18816",9274200735,"20150507T000000",567500,4,1.75,2190,5060,1,0,0,3,7,1190,1000,1950,0,98116,47.5846,-122.387,1510,4600
"18832",3216000090,"20140729T000000",785000,4,2.5,3230,21781,2,0,0,3,9,3230,0,1993,0,98053,47.6318,-122.01,3230,21780
"18849",7631800110,"20140918T000000",380000,3,2.5,1980,17342,2,1,4,3,10,1580,400,1984,0,98166,47.4551,-122.373,2060,17313
"18870",723069013,"20140718T000000",255500,2,1,1440,43560,1,0,0,4,7,1150,290,1965,0,98027,47.4916,-122.082,1870,56628
"18876",4389201241,"20141230T000000",1945000,4,4,4690,6900,2,0,0,3,11,3480,1210,2001,0,98004,47.6165,-122.216,2800,11240
"18880",2128000180,"20140811T000000",6e+05,4,1.75,1810,7700,1,0,0,5,8,1390,420,1977,0,98033,47.6976,-122.169,2080,7700
"18886",3342103149,"20140910T000000",380000,3,1.5,1540,8400,1,0,0,5,7,1540,0,1968,0,98056,47.5237,-122.199,1690,7689
"18900",7273100026,"20150407T000000",682000,4,2.5,2390,53941,2,0,0,3,8,2390,0,1989,0,98053,47.7066,-122.08,2610,104108
"18901",6386200100,"20140718T000000",430000,3,2.5,1400,7508,2,0,0,4,7,1400,0,1987,0,98034,47.7233,-122.167,1710,7700
"18917",452001540,"20140818T000000",554600,3,1.75,1470,5000,1.5,0,0,5,7,1470,0,1900,0,98107,47.6755,-122.369,1530,5000
"18933",2817910220,"20141216T000000",465000,4,2.5,2820,39413,2,0,0,4,9,2820,0,1989,0,98092,47.3064,-122.1,2910,39413
"18939",2197600388,"20141202T000000",350000,2,1.5,830,1077,2,0,0,3,7,830,0,2006,0,98122,47.6058,-122.319,830,1366
"18953",1753500100,"20140709T000000",309000,3,2.25,1980,8755,1,0,0,4,7,1300,680,1963,0,98198,47.3922,-122.321,2030,8671
"18954",7853300770,"20140609T000000",410000,3,2.5,1960,4400,2,0,0,3,7,1960,0,2006,0,98065,47.5384,-121.889,2060,4400
"18959",7893800534,"20141124T000000",394250,3,2,2620,10107,1,0,3,3,7,2620,0,1982,0,98198,47.4096,-122.329,1730,7812
"18994",7923700330,"20140528T000000",510000,4,1.5,2040,8800,1,0,0,4,7,1020,1020,1961,0,98007,47.5965,-122.139,1490,8800
"19001",4022905473,"20141205T000000",565000,5,3,2560,12480,1,0,0,3,8,1590,970,2012,0,98155,47.7657,-122.284,2500,17299
"19002",5318101695,"20150409T000000",940000,4,1.5,2430,3600,2.5,0,0,3,8,2430,0,1980,0,98112,47.6351,-122.285,2020,4800
"19040",5459500100,"20140924T000000",680000,3,1.75,2330,9652,1,0,0,4,8,1590,740,1968,0,98040,47.5714,-122.211,2420,9631
"19057",3626039207,"20141017T000000",522500,4,1.75,2100,6480,1,0,0,5,7,1300,800,1947,0,98177,47.7049,-122.359,1840,7500
"19058",7568700215,"20150312T000000",399500,4,1.5,1660,6617,1,0,0,5,7,1660,0,1947,0,98155,47.739,-122.323,950,7440
"19064",1702901340,"20140613T000000",718500,3,2,2910,6600,2,0,0,4,7,1920,990,1900,1988,98118,47.5576,-122.281,1370,5500
"19066",3141600600,"20140521T000000",260000,6,2,2220,8797,1,0,0,3,7,2220,0,1977,0,98002,47.2977,-122.227,1170,5123
"19070",3276980120,"20141028T000000",275000,3,2.25,1820,9766,1,0,0,4,7,1450,370,1987,0,98031,47.397,-122.203,1860,8236
"19093",2624089040,"20150217T000000",279475,2,1,1060,10600,1.5,0,0,3,6,1060,0,1968,0,98065,47.5375,-121.742,1560,21344
"19100",809001965,"20140729T000000",707000,3,1.5,1980,4000,2,0,0,3,8,1980,0,1919,0,98109,47.6364,-122.351,1980,3600
"19101",9557200090,"20141112T000000",399000,3,1,990,4250,1,0,0,4,7,840,150,1924,0,98136,47.5392,-122.39,990,4500
"19108",3732800495,"20141028T000000",429000,5,2.5,2720,8120,1,0,0,3,7,1360,1360,1970,0,98108,47.557,-122.308,2020,8120
"19109",2025059131,"20140904T000000",980000,4,4.25,3250,11780,2,0,0,3,8,2360,890,1944,2001,98004,47.6322,-122.203,1800,9000
"19125",7401000040,"20140507T000000",405000,3,2.25,1660,8307,1,0,0,4,8,1660,0,1961,0,98133,47.7575,-122.352,2510,7800
"19128",3885807362,"20140604T000000",791000,3,2.25,2430,5500,2,0,0,3,8,1810,620,1989,0,98033,47.6812,-122.196,2040,5500
"19140",844000375,"20150303T000000",335000,4,1.5,3160,19745,1.5,0,0,4,6,1840,1320,1968,0,98010,47.3103,-122.006,1540,8611
"19142",7237301210,"20141118T000000",266490,3,2.5,1810,4113,2,0,0,3,7,1810,0,2004,0,98042,47.3715,-122.126,1880,4465
"19146",7805460760,"20150427T000000",885000,3,2.5,2880,11443,2,0,0,4,9,2880,0,1986,0,98006,47.5633,-122.111,2840,12530
"19156",7227800040,"20140604T000000",190000,5,2,1750,10284,1,0,0,4,5,1750,0,1943,0,98056,47.5094,-122.182,1560,9010
"19169",8039900180,"20140805T000000",450000,3,2,1680,11250,1,0,0,4,8,1680,0,1967,0,98045,47.4861,-121.786,1760,12160
"19173",925069152,"20150304T000000",890000,2,1.75,3050,50965,2,0,0,3,10,3050,0,1991,0,98053,47.6744,-122.05,3050,40107
"19187",2239000011,"20150127T000000",5e+05,4,2,1530,7816,1,0,0,3,7,1530,0,1955,0,98133,47.7309,-122.332,1480,7816
"19201",123039147,"20150319T000000",464950,3,2,2190,19800,1,0,0,3,7,2190,0,1994,0,98146,47.5106,-122.365,1640,9719
"19223",7277100395,"20150225T000000",675000,4,3.5,2550,3600,2,0,2,3,8,1880,670,1997,0,98177,47.7709,-122.39,2090,6000
"19231",6664900410,"20140626T000000",252500,3,2,1900,8002,1,0,0,3,7,1900,0,1991,0,98023,47.2909,-122.352,1900,6086
"19232",1853000530,"20150312T000000",1150000,4,3.75,5300,37034,2,0,0,3,11,5300,0,1989,0,98077,47.7283,-122.076,3730,37034
"19255",8812401450,"20141229T000000",660000,10,3,2920,3745,2,0,0,4,7,1860,1060,1913,0,98105,47.6635,-122.32,1810,3745
"19292",1556200155,"20150417T000000",675000,3,2,1510,3817,1.5,0,0,3,8,1510,0,1905,1994,98122,47.6088,-122.294,1510,3817
"19306",3824100211,"20140626T000000",370000,3,1.5,2380,14500,1,0,0,4,7,1850,530,1961,0,98028,47.7714,-122.256,1830,13600
"19315",2720069019,"20141103T000000",316000,3,1.75,1120,98445,1.5,0,2,4,7,1120,0,1917,0,98022,47.1853,-122.017,1620,34200
"19319",6142100090,"20140718T000000",279000,4,2.5,1810,13000,1,0,0,4,8,1470,340,1977,0,98022,47.2202,-121.993,1850,13000
"19321",2591700037,"20150212T000000",746000,3,1.75,1910,12321,1,0,0,4,7,1100,810,1952,0,98004,47.5995,-122.198,1910,11761
"19329",6638900265,"20140925T000000",812000,4,2.5,2270,5000,2,0,0,3,9,2270,0,2014,0,98117,47.6916,-122.37,1210,5000
"19348",3693901720,"20140701T000000",535000,4,1.75,1420,5000,1.5,0,0,4,7,1420,0,1945,0,98117,47.6771,-122.397,1490,5000
"19361",6204000040,"20140610T000000",608000,4,2.75,2490,9714,1,0,0,4,8,1400,1090,1983,0,98011,47.7496,-122.201,2060,15300
"19419",5418500650,"20150325T000000",586000,4,2.25,1930,8338,1,0,0,3,8,1930,0,1968,0,98125,47.7026,-122.285,2280,7616
"19445",582000644,"20150501T000000",872500,4,2,1990,6000,1,0,0,3,9,1260,730,1956,2015,98199,47.6515,-122.397,1770,6000
"19452",7955080300,"20140714T000000",269950,3,2.5,1520,8720,1,0,0,3,7,1080,440,1981,0,98058,47.4267,-122.157,1720,7551
"19478",110000040,"20150317T000000",278000,5,1.5,1820,8712,1,0,0,5,7,1090,730,1960,0,98032,47.3712,-122.289,1820,8712
"19513",2023049361,"20150323T000000",246500,2,1,940,6000,1,0,0,2,7,940,0,1954,0,98148,47.4631,-122.329,1890,8547
"19517",3649100015,"20150513T000000",480000,3,2.25,1820,15000,1,0,0,3,7,1480,340,1978,0,98028,47.7401,-122.249,1930,13600
"19519",3905120610,"20140625T000000",578000,4,2.5,2070,5415,2,0,0,3,8,2070,0,1996,0,98029,47.5706,-122.006,2120,5331
"19524",9407000230,"20141204T000000",240000,3,1,1600,12566,1,0,0,4,7,1600,0,1971,0,98045,47.4431,-121.765,1600,10650
"19532",3303850360,"20140625T000000",1280000,4,3.5,4660,17398,2,0,2,3,11,4660,0,2003,0,98006,47.5422,-122.112,5080,24913
"19541",923000115,"20141029T000000",588000,3,1.75,2310,7620,2,0,0,3,8,2310,0,1942,1988,98177,47.7266,-122.363,2200,7672
"19568",621069154,"20140721T000000",226000,4,1.5,1200,10890,1,0,0,5,7,1200,0,1972,0,98042,47.3423,-122.088,1250,10139
"19572",3779300210,"20140630T000000",383962,4,2.5,2700,6998,2,0,0,3,8,2700,0,2001,0,98188,47.4694,-122.263,2350,10550
"19578",5070000120,"20140813T000000",269950,3,1.5,1740,9547,1,0,0,4,7,1740,0,1962,0,98055,47.4475,-122.213,1780,9936
"19593",4435000145,"20150501T000000",263000,4,1.75,1340,8700,1.5,0,0,3,6,1340,0,1958,0,98188,47.4514,-122.287,1240,8700
"19594",421059018,"20141104T000000",257000,3,1.75,1397,18000,1,0,0,3,7,1397,0,1965,2014,98092,47.3388,-122.166,1950,31294
"19596",2143700406,"20141211T000000",3e+05,3,2.25,2000,7560,1,0,0,3,7,1400,600,1979,0,98055,47.4798,-122.228,2040,6949
"19600",2490200220,"20150302T000000",515000,3,1.5,1660,5100,1,0,0,4,7,1210,450,1954,0,98136,47.5345,-122.383,1440,5100
"19607",2548100180,"20140507T000000",335000,3,2,1570,7200,1,0,0,4,7,1570,0,1952,0,98155,47.7501,-122.314,1410,7434
"19616",7250000065,"20140825T000000",338000,3,2,2440,23512,1,0,0,3,6,1640,800,1933,0,98148,47.4594,-122.326,1630,19613
"19640",4046500270,"20140819T000000",399000,3,2,2100,31550,1,0,0,3,8,2100,0,2010,0,98014,47.6907,-121.917,1860,18452
"19644",6980500030,"20141211T000000",650000,4,2.5,3700,4500,2,0,0,3,9,3700,0,2007,0,98028,47.7473,-122.23,3050,5047
"19654",3448740070,"20140616T000000",429000,5,2.5,2340,4500,2,0,0,3,7,2340,0,2009,0,98059,47.4911,-122.154,2190,4500
"19655",2895800710,"20141202T000000",267800,3,1.75,1410,1899,2,0,0,3,8,1410,0,2014,0,98106,47.5171,-122.347,1410,1811
"19658",1441000350,"20140915T000000",440000,4,3.5,3180,4869,2,0,0,3,8,2390,790,2007,0,98055,47.4482,-122.206,2850,4500
"19673",1180000830,"20141002T000000",460000,4,3.5,2870,3225,2,0,3,3,9,2070,800,2006,0,98178,47.5009,-122.225,1770,6450
"19674",291310270,"20141119T000000",375000,3,2.5,1600,2042,2,0,0,3,8,1600,0,2005,0,98027,47.5341,-122.067,1445,1370
"19676",2309710070,"20150114T000000",280000,3,2.75,1740,5639,1,0,3,3,7,1740,0,2010,0,98022,47.1942,-121.977,2380,5331
"19680",5214510060,"20150504T000000",575000,5,2.5,3070,7200,2,0,0,3,8,3070,0,2005,0,98059,47.4939,-122.137,2590,7200
"19682",1266200140,"20150506T000000",1850000,4,3.25,4160,10335,2,0,0,3,10,4160,0,2014,0,98004,47.6235,-122.192,1840,10333
"19690",321030070,"20140814T000000",375000,4,2.5,2310,7800,2,0,0,3,8,2310,0,2011,0,98042,47.3737,-122.164,2310,7140
"19693",832700240,"20141003T000000",325000,3,1.5,1270,1067,3,0,0,3,8,1270,0,2009,0,98133,47.7236,-122.353,1090,1118
"19698",3904100041,"20150424T000000",290750,3,2.5,1270,865,2,0,0,3,7,1080,190,2008,0,98118,47.5351,-122.279,1630,7752
"19734",7238000240,"20150218T000000",489000,3,2.5,3080,5598,2,0,0,3,8,3080,0,2006,0,98055,47.4372,-122.206,3080,5303
"19746",7967000160,"20150316T000000",355000,4,2.75,2050,4000,2,0,0,3,8,2050,0,2014,0,98001,47.3522,-122.275,2050,4000
"19748",9268851740,"20140701T000000",629800,3,2.5,2390,1984,2,0,0,3,8,2220,170,2008,0,98027,47.5405,-122.027,2150,1984
"19751",9358001422,"20141114T000000",335000,3,2.5,1090,1139,2,0,0,3,8,960,130,2009,0,98126,47.5664,-122.369,1400,1348
"19753",7853361420,"20140826T000000",569950,4,2.5,3230,5899,2,0,0,3,8,3230,0,2012,0,98065,47.515,-121.869,2720,5899
"19754",7852120030,"20140808T000000",723000,4,3.5,3510,9263,2,0,0,3,10,3510,0,2001,0,98065,47.5413,-121.877,3690,10417
"19769",3751600784,"20150403T000000",331210,4,2.5,2240,4800,2,0,0,3,8,2240,0,2014,0,98001,47.2911,-122.266,2240,5040
"19785",2838000030,"20150127T000000",679950,3,2.5,2230,3939,2,0,0,3,8,2230,0,2014,0,98133,47.73,-122.335,2230,4200
"19805",3630080070,"20140710T000000",348000,3,2.5,1500,2255,2,0,0,3,7,1500,0,2005,0,98029,47.5538,-121.997,1440,2040
"19818",8138870060,"20140813T000000",395825,2,2.5,1590,1679,2,0,0,3,8,1590,0,2012,0,98029,47.5449,-122.011,1590,1680
"19819",7237450030,"20141014T000000",419354,5,2.75,2710,4500,2,0,0,3,8,2710,0,2014,0,98038,47.3547,-122.062,2710,4626
"19824",8085400376,"20150421T000000",2320000,4,3.5,5050,9520,2,0,0,3,11,3610,1440,2007,0,98004,47.6364,-122.209,2430,9248
"19830",3448900320,"20140723T000000",610360,4,2.5,2610,5562,2,0,0,3,9,2610,0,2013,0,98056,47.5137,-122.169,2720,7400
"19831",9267200226,"20140502T000000",436110,3,2.5,1770,1235,3,0,0,3,8,1600,170,2007,0,98103,47.6965,-122.342,1680,1203
"19847",1332700200,"20150426T000000",359000,3,2.25,1950,1968,2,0,0,4,7,1160,790,1979,0,98056,47.5179,-122.195,1950,1968
"19857",7237501370,"20140717T000000",1079000,4,3.25,4800,12727,2,0,0,3,10,4800,0,2011,0,98059,47.5311,-122.134,4750,13602
"19860",8895800200,"20141017T000000",1100000,4,2.75,3590,5625,2,0,0,3,10,3590,0,2012,0,98052,47.6959,-122.133,3590,5625
"19863",291310340,"20140708T000000",550000,3,3.5,2490,3582,2,0,0,3,8,1720,770,2005,0,98027,47.5338,-122.067,1445,1590
"19872",952005525,"20140627T000000",589500,3,3.25,2310,3075,2,0,0,3,8,1730,580,2005,0,98116,47.5644,-122.383,2310,3075
"19884",2768100186,"20140618T000000",515000,3,3.5,1360,1419,2,0,0,3,8,1040,320,2007,0,98107,47.6697,-122.371,1560,1977
"19923",2770602493,"20141120T000000",455000,2,2,1350,1209,3,0,0,3,8,1350,0,2013,0,98199,47.649,-122.383,1310,982
"19925",6056100383,"20140520T000000",380000,3,1.75,1690,1468,2,0,0,3,8,1380,310,2008,0,98108,47.563,-122.297,1690,1936
"19934",9396700024,"20140731T000000",360000,2,2.5,1233,1244,2,0,0,3,7,963,270,2007,0,98136,47.5533,-122.381,1230,1300
"19946",8011100047,"20150306T000000",530000,4,2.75,2740,7872,2,0,0,3,10,2740,0,2015,0,98056,47.4954,-122.172,1220,6300
"19966",3277801431,"20140827T000000",268500,3,2.25,1140,977,2,0,0,3,7,850,290,2008,0,98126,47.5439,-122.375,1140,976
"19969",1862400176,"20140505T000000",631625,4,2.5,2440,6651,2,0,0,3,9,2440,0,2014,0,98117,47.6971,-122.371,1350,7653
"19987",9551201240,"20141030T000000",1465000,4,2.5,2800,4000,2,0,0,3,9,2800,0,2011,0,98103,47.6695,-122.339,1770,4200
"19997",3654200037,"20150330T000000",380000,3,2.25,1530,1305,2,0,0,3,7,1116,414,2007,0,98177,47.7034,-122.357,1320,1427
"20003",9528104345,"20140923T000000",475000,3,2.25,1190,1137,2,0,0,3,7,960,230,1999,0,98115,47.677,-122.325,1190,1080
"20013",8850000018,"20141001T000000",412000,3,2.5,1200,813,3,0,0,3,9,1200,0,2010,0,98144,47.5894,-122.315,1750,4365
"20029",9510860750,"20150108T000000",918000,5,3.5,3920,5150,2,0,0,3,9,2820,1100,2004,0,98052,47.6638,-122.084,3170,5530
"20031",3814900750,"20140716T000000",399440,4,2.5,2311,4396,2,0,0,3,9,2311,0,2014,0,98092,47.3276,-122.163,2458,4616
"20044",3438500037,"20150405T000000",545000,5,4,1680,7268,1,0,0,3,8,1370,310,2008,0,98106,47.5571,-122.356,2040,8259
"20046",8856004786,"20140729T000000",275000,3,2.5,2217,8019,2,0,0,3,7,2217,0,2009,0,98001,47.2776,-122.251,1470,8037
"20047",7708200600,"20140718T000000",498000,3,2.5,2480,4136,2,0,0,3,8,2480,0,2009,0,98059,47.493,-122.147,2510,4314
"20053",3862710090,"20140826T000000",417000,3,2.5,1570,4926,2,0,0,3,8,1570,0,2014,0,98065,47.5342,-121.842,1800,3202
"20056",6791400100,"20140910T000000",353000,4,2.5,2210,13721,2,0,0,3,8,2210,0,2009,0,98042,47.3122,-122.039,1850,12951
"20065",8562770490,"20150330T000000",571000,3,2.5,2140,2867,2,0,0,3,8,1960,180,2005,0,98027,47.5357,-122.073,2280,2836
"20078",1070000110,"20141218T000000",1035290,4,2.5,2830,5932,2,0,0,3,9,2830,0,2014,0,98199,47.6479,-122.408,2840,5593
"20083",2767704252,"20141103T000000",478000,3,3.25,1430,1348,2,0,0,3,8,1160,270,2008,0,98107,47.6743,-122.374,1160,1265
"20085",8946780110,"20140804T000000",809950,4,3.5,3660,4903,2,0,0,3,9,2760,900,2014,0,98034,47.7184,-122.156,3630,4992
"20100",2461900492,"20140511T000000",368000,3,2.5,1370,1350,2,0,0,3,7,1010,360,2007,0,98136,47.5534,-122.382,1450,6000
"20141",1123059126,"20140703T000000",554950,3,2.5,2950,10254,2,0,0,3,9,2950,0,2006,0,98059,47.4888,-122.14,2800,9323
"20156",3629960680,"20140926T000000",395000,2,2.25,1620,1841,2,0,0,3,8,1540,80,2004,0,98029,47.5483,-122.004,1530,1831
"20178",3832080440,"20141209T000000",261950,3,2.5,1880,5000,2,0,0,3,7,1880,0,2010,0,98042,47.3359,-122.054,2260,5000
"20179",9512200050,"20140827T000000",551000,5,3.75,3090,4943,2,0,0,3,10,3090,0,2010,0,98058,47.4594,-122.133,3191,5561
"20185",4221900305,"20150121T000000",1312000,3,3.25,4030,6300,2,0,0,3,10,3630,400,2006,0,98105,47.6664,-122.276,1660,6300
"20186",1112630130,"20150220T000000",429900,4,3.25,2880,5929,2.5,0,0,3,8,2880,0,2014,0,98023,47.2752,-122.349,2880,5846
"20191",7899800851,"20150423T000000",300500,2,1.5,1190,801,3,0,0,3,8,1190,0,2010,0,98106,47.5212,-122.358,1190,810
"20206",7203120050,"20141008T000000",789500,4,3.25,3240,4852,2,0,0,3,9,3240,0,2010,0,98053,47.695,-122.022,3320,5318
"20209",4187000250,"20150413T000000",475000,4,2.5,2500,4500,2,0,0,3,7,2500,0,2010,0,98059,47.4928,-122.149,2230,4500
"20212",6031400094,"20150226T000000",347500,5,3,2230,6551,1,0,0,3,7,1330,900,2014,0,98168,47.487,-122.32,2230,9476
"20232",1972201964,"20140725T000000",5e+05,3,2.25,1420,983,3,0,0,3,8,1420,0,2006,0,98103,47.6533,-122.346,1530,1280
"20247",9376301112,"20141031T000000",457000,2,2.5,1380,1329,2,0,0,3,8,1050,330,2008,0,98117,47.6903,-122.37,1360,3750
"20251",635000009,"20141112T000000",1050000,2,2.5,2350,2390,3,0,2,3,10,2000,350,2007,0,98144,47.5999,-122.286,1950,2390
"20253",8563010130,"20140725T000000",1300000,3,2.5,3350,7752,1,0,0,3,9,2180,1170,2009,0,98008,47.6263,-122.099,2570,7988
"20259",6666830170,"20140811T000000",778983,4,2.5,2490,5647,2,0,0,3,8,2490,0,2014,0,98052,47.7043,-122.114,2970,5450
"20263",7787920250,"20150501T000000",550000,4,2.5,3220,9328,2,0,0,3,8,3220,0,2006,0,98019,47.7273,-121.958,3020,9300
"20266",7853361410,"20140530T000000",545000,4,2.5,2720,4738,2,0,0,3,8,2720,0,2012,0,98065,47.515,-121.869,2590,5740
"20276",1024069215,"20140912T000000",1206690,5,4.25,4150,12015,2,0,0,3,10,4150,0,2014,0,98075,47.5816,-122.021,3230,27520
"20321",7203140420,"20150128T000000",385000,3,2.5,1740,4145,2,0,0,3,7,1740,0,2010,0,98053,47.6875,-122.015,1740,4045
"20329",8943600430,"20150423T000000",389950,3,2.5,2283,3996,2,0,0,3,8,2283,0,2008,0,98031,47.4221,-122.192,1760,3992
"20341",6389970010,"20150323T000000",1360000,4,3.5,4120,12626,2,0,1,3,11,3970,150,2014,0,98034,47.7089,-122.245,4120,11913
"20346",5608000010,"20140811T000000",1385000,4,3.5,4010,15365,2,0,1,3,11,4010,0,2006,0,98027,47.5528,-122.093,3550,13429
"20371",6430500182,"20150403T000000",1205000,4,3,3330,7650,1,0,0,3,9,1830,1500,2008,0,98103,47.6889,-122.352,1200,3876
"20378",3528960020,"20140708T000000",673000,3,2.75,2830,3496,2,0,0,3,8,2830,0,2012,0,98029,47.5606,-122.011,2160,3501
"20390",7548301050,"20150402T000000",390000,2,1.5,1340,1402,2,0,0,3,8,1120,220,2008,0,98144,47.588,-122.304,1340,1213
"20393",7936000463,"20150416T000000",838000,4,2.5,2560,7210,2,0,0,3,9,2560,0,2006,0,98136,47.5535,-122.395,2160,10439
"20400",5057100090,"20150505T000000",459950,5,2.75,3078,6371,2,0,0,3,9,3078,0,2014,0,98042,47.3587,-122.163,1979,19030
"20440",2143701015,"20141210T000000",290500,4,3.25,2510,7686,2,0,0,3,9,2510,0,2003,0,98055,47.4785,-122.228,2510,6732
"20468",2919700735,"20150427T000000",870000,4,3.5,2780,3100,2,0,0,3,8,2120,660,2014,0,98117,47.6886,-122.364,1740,3600
"20473",5057100110,"20150514T000000",479349,5,3,3223,6371,2,0,0,3,9,3223,0,2014,0,98042,47.3584,-122.163,1979,9008
"20486",3278611450,"20150326T000000",496800,4,2.25,1850,2340,2.5,0,0,3,8,1850,0,2014,0,98126,47.543,-122.372,1850,2340
"20513",8946390150,"20140722T000000",324950,4,2.5,2229,5723,2,0,0,3,7,2229,0,2012,0,98032,47.3693,-122.286,2738,5742
"20518",2781280230,"20150128T000000",292000,3,2.5,1610,3848,2,0,0,3,8,1610,0,2006,0,98055,47.4497,-122.188,1610,3049
"20521",1926059236,"20141010T000000",799950,5,3.75,3760,4702,2,0,0,3,9,2780,980,2014,0,98034,47.7202,-122.223,2950,5981
"20543",8679200100,"20150107T000000",850000,4,2.75,3320,5559,2,0,0,3,9,3320,0,2012,0,98075,47.5607,-122.031,3400,6854
"20570",8895800110,"20140805T000000",1299890,5,4,3870,5929,2,0,0,3,10,3870,0,2014,0,98052,47.6965,-122.134,3600,5625
